z,n,name,levelEnergy(MeV),halflife,decayModes
16,31,47S,0.0,,B- = 100.00,
16,31,47S,0.0,,BN ? ,
16,31,47S,0.0,,B2N ? ,
16,30,46S,0.0,50 ms 8,B- = 100.00,
16,30,46S,0.0,50 ms 8,BN ? ,
16,30,46S,0.0,50 ms 8,B2N ? ,
16,30,46S,0.0,50 ms 8,B3N ? ,
16,15,31S,0.0,2.5534 s 1,EC = 100.00,
16,14,30S,0.0,1.178 s 5,EC = 100.00,
16,13,29S,0.0,188 ms 4,EC = 100.00,
16,13,29S,0.0,188 ms 4,EP = 47.00,
16,12,28S,0.0,125 ms 10,EC = 100.00,
16,12,28S,0.0,125 ms 10,EP = 20.70,
16,19,35S,0.0,87.37 d 4,B- = 100.00,
16,18,34S,0.0,STABLE,
16,17,33S,0.0,STABLE,
16,16,32S,0.0,STABLE,
16,11,27S,0.0,15.5 ms 15,EC = 100.00,
16,11,27S,0.0,15.5 ms 15,EP = 2.30,
16,11,27S,0.0,15.5 ms 15,E2P = 1.10,
16,10,26S,0.0,LT 79 ns ,2P ? ,
16,26,42S,0.0,1030 ms 30,B- = 100.00,
16,26,42S,0.0,1030 ms 30,BN LT 1.00,
16,25,41S,0.0,2600 ms 14,B- = 100.00,
16,25,41S,0.0,2600 ms 14,BN ? ,
16,24,40S,0.0,8.8 s 22,B- = 100.00,
16,23,39S,0.0,11.5 s 5,B- = 100.00,
16,29,45S,0.0,68 ms 2,B- = 100.00,
16,29,45S,0.0,68 ms 2,BN = 54.00,
16,29,45S,0.0,68 ms 2,B2N ? ,
16,28,44S,0.0,100 ms 1,B- = 100.00,
16,28,44S,0.0,100 ms 1,BN = 18.00,
16,27,43S,0.0,273 ms 27,B- = 100.00,
16,27,43S,0.0,273 ms 27,BN = 40.00,
16,22,38S,0.0,170.3 m 7,B- = 100.00,
16,21,37S,0.0,5.05 m 2,B- = 100.00,
16,20,36S,0.0,STABLE,
17,28,45Cl,0.0,400 ms 43,B- = 100.00,
17,28,45Cl,0.0,400 ms 43,BN = 24.00,
17,29,46Cl,0.0,232 ms 2,B- = 100.00,
17,29,46Cl,0.0,232 ms 2,BN = 60.00,
17,29,46Cl,0.0,232 ms 2,B2N ? ,
17,24,41Cl,0.0,38.4 s 8,B- = 100.00,
17,25,42Cl,0.0,6.8 s 3,B- = 100.00,
17,26,43Cl,0.0,3175 ms 90,B- = 100.00,
17,26,43Cl,0.0,3175 ms 90,BN ? ,
17,27,44Cl,0.0,650 ms 50,B- = 100.00,
17,27,44Cl,0.0,650 ms 50,BN LT 8.00,
17,20,37Cl,0.0,STABLE,
17,21,38Cl,0.0,37.24 m 5,B- = 100.00,
17,22,39Cl,0.0,56.2 m 6,B- = 100.00,
17,23,40Cl,0.0,1.35 m 2,B- = 100.00,
17,35,52Cl,,,
17,31,48Cl,0.0,GE 200 ns ,B- = 100.00,
17,31,48Cl,0.0,GE 200 ns ,B3N ? ,
17,31,48Cl,0.0,GE 200 ns ,BN ? ,
17,31,48Cl,0.0,GE 200 ns ,B2N ? ,
17,32,49Cl,0.0,GE 170 ns ,B- = 100.00,
17,32,49Cl,0.0,GE 170 ns ,BN ? ,
17,32,49Cl,0.0,GE 170 ns ,B2N ? ,
17,32,49Cl,0.0,GE 170 ns ,B3N ? ,
17,33,50Cl,0.0,GT 620 ns ,B- = 100.00,
17,33,50Cl,0.0,GT 620 ns ,BN ? ,
17,33,50Cl,0.0,GT 620 ns ,B2N ? ,
17,33,50Cl,0.0,GT 620 ns ,B3N ? ,
17,34,51Cl,0.0,GT 200 ns ,B- = 100.00,
17,34,51Cl,0.0,GT 200 ns ,BN ? ,
17,34,51Cl,0.0,GT 200 ns ,B2N ? ,
17,34,51Cl,0.0,GT 200 ns ,B3N ? ,
17,30,47Cl,0.0,101 ms 6,B- = 100.00,
17,30,47Cl,0.0,101 ms 6,BN LT 3.00,
17,30,47Cl,0.0,101 ms 6,B2N ? ,
17,17,34Cl,0.0,1.5264 s 14,EC = 100.00,
17,18,35Cl,0.0,STABLE,
17,19,36Cl,0.0,3.01E+5 y 2,B- = 98.10,
17,19,36Cl,0.0,3.01E+5 y 2,EC = 1.90,
17,13,30Cl,0.0,LT 30 ns ,P  ,
17,14,31Cl,0.0,190 ms 1,EC = 100.00,
17,14,31Cl,0.0,190 ms 1,EP = 2.40,
17,15,32Cl,0.0,298 ms 1,EC = 100.00,
17,15,32Cl,0.0,298 ms 1,EA = 0.05,
17,15,32Cl,0.0,298 ms 1,EP = 0.03,
17,16,33Cl,0.0,2.511 s 4,EC = 100.00,
17,11,28Cl,0.0,,P ? ,
17,12,29Cl,0.0,LT 20 ns ,P  ,
18,36,54Ar,,,
18,32,50Ar,0.0,106 ms 6,B- = 100.00,
18,32,50Ar,0.0,106 ms 6,BN = 37.00,
18,32,50Ar,0.0,106 ms 6,B2N ? ,
18,33,51Ar,0.0,GT 200 ns ,B- = 100.00,
18,33,51Ar,0.0,GT 200 ns ,BN ? ,
18,33,51Ar,0.0,GT 200 ns ,B2N ? ,
18,33,51Ar,0.0,GT 200 ns ,B3N ? ,
18,34,52Ar,0.0,GT 620 ns ,B- = 100.00,
18,34,52Ar,0.0,GT 620 ns ,B2N ? ,
18,34,52Ar,0.0,GT 620 ns ,B3N ? ,
18,34,52Ar,0.0,GT 620 ns ,BN ? ,
18,35,53Ar,0.0,GT 620 ns ,B- = 100.00,
18,35,53Ar,0.0,GT 620 ns ,BN ? ,
18,35,53Ar,0.0,GT 620 ns ,B2N ? ,
18,35,53Ar,0.0,GT 620 ns ,B3N ? ,
18,30,48Ar,0.0,424 ms 24,B- = 100.00,
18,30,48Ar,0.0,424 ms 24,BN = 38.00,
18,31,49Ar,0.0,236 ms 8,B- = 100.00,
18,31,49Ar,0.0,236 ms 8,BN = 29.00,
18,31,49Ar,0.0,236 ms 8,B2N ? ,
18,18,36Ar,0.0,STABLE,
18,19,37Ar,0.0,35.04 d 4,EC = 100.00,
18,14,32Ar,0.0,98.0 ms 2,EC = 100.00,
18,14,32Ar,0.0,98.0 ms 2,EP = 30.00,
18,15,33Ar,0.0,173.0 ms 20,EC = 100.00,
18,15,33Ar,0.0,173.0 ms 20,EP = 38.70,
18,16,34Ar,0.0,844.5 ms 34,EC = 100.00,
18,17,35Ar,0.0,1.7756 s 10,EC = 100.00,
18,11,29Ar,,,
18,12,30Ar,0.0,,P ? ,
18,13,31Ar,0.0,14.4 ms 6,EC = 100.00,
18,13,31Ar,0.0,14.4 ms 6,EP = 62.00,
18,13,31Ar,0.0,14.4 ms 6,E2P = 8.50,
18,13,31Ar,0.0,14.4 ms 6,EA LT 0.38,
18,13,31Ar,0.0,14.4 ms 6,EAP LT 0.03,
18,13,31Ar,0.0,14.4 ms 6,E3P LT 1E-3,
18,29,47Ar,0.0,1230 ms 30,B- = 100.00,
18,29,47Ar,0.0,1230 ms 30,BN LT 0.20,
18,25,43Ar,0.0,5.37 m 6,B- = 100.00,
18,26,44Ar,0.0,11.87 m 5,B- = 100.00,
18,27,45Ar,0.0,21.48 s 15,B- = 100.00,
18,28,46Ar,0.0,8.4 s 6,B- = 100.00,
18,21,39Ar,0.0,269 y 3,B- = 100.00,
18,22,40Ar,0.0,STABLE,
18,23,41Ar,0.0,109.61 m 4,B- = 100.00,
18,24,42Ar,0.0,32.9 y 11,B- = 100.00,
18,20,38Ar,0.0,STABLE,
19,40,59K,,,
19,27,46K,0.0,105 s 10,B- = 100.00,
19,26,45K,0.0,17.81 m 61,B- = 100.00,
19,29,48K,0.0,6830 ms 20,B- = 100.00,
19,29,48K,0.0,6830 ms 20,BN = 1.14,
19,28,47K,0.0,17.50 s 24,B- = 100.00,
19,23,42K,0.0,12.355 h 7,B- = 100.00,
19,22,41K,0.0,STABLE,
19,25,44K,0.0,22.13 m 19,B- = 100.00,
19,24,43K,0.0,22.3 h 1,B- = 100.00,
19,21,40K,0.0,1.248E+9 y 3,B- = 89.28,
19,21,40K,0.0,1.248E+9 y 3,EC = 10.72,
19,20,39K,0.0,STABLE,
19,38,57K,,,
19,37,56K,0.0,GT 20 ns ,B- = 100.00,
19,37,56K,0.0,GT 20 ns ,BN ? ,
19,37,56K,0.0,GT 20 ns ,B2N ? ,
19,37,56K,0.0,GT 20 ns ,B3N ? ,
19,39,58K,,,
19,34,53K,0.0,30 ms 5,B- = 100.00,
19,34,53K,0.0,30 ms 5,BN = 75.00,
19,34,53K,0.0,30 ms 5,B2N LT 10.00,
19,34,53K,0.0,30 ms 5,B3N ? ,
19,33,52K,0.0,110 ms 5,BN = 72.20,
19,33,52K,0.0,110 ms 5,B2N = 2.30,
19,33,52K,0.0,110 ms 5,B- = 100.0,
19,33,52K,0.0,110 ms 5,B3N ? ,
19,36,55K,0.0,GT 360 ns ,B- = 100.00,
19,36,55K,0.0,GT 360 ns ,B3N ? ,
19,36,55K,0.0,GT 360 ns ,BN ? ,
19,36,55K,0.0,GT 360 ns ,B2N ? ,
19,35,54K,0.0,10 ms 5,B- = 100.00,
19,35,54K,0.0,10 ms 5,BN ? ,
19,35,54K,0.0,10 ms 5,B2N ? ,
19,35,54K,0.0,10 ms 5,B3N ? ,
19,30,49K,0.0,1263 ms 50,B- = 100.00,
19,30,49K,0.0,1263 ms 50,BN = 86.00,
19,32,51K,0.0,365 ms 5,B- = 100.00,
19,32,51K,0.0,365 ms 5,BN = 65.00,
19,32,51K,0.0,365 ms 5,B2N ? ,
19,31,50K,0.0,472 ms 4,B- = 100.00,
19,31,50K,0.0,472 ms 4,BN = 28.60,
19,31,50K,0.0,472 ms 4,B2N ? ,
19,19,38K,0.0,7.636 m 18,EC = 100.00,
19,16,35K,0.0,178 ms 8,EC = 100.00,
19,16,35K,0.0,178 ms 8,EP = 0.37,
19,15,34K,0.0,LT 25 ns ,P  ,
19,18,37K,0.0,1.226 s 7,EC = 100.00,
19,17,36K,0.0,342 ms 2,EC = 100.00,
19,17,36K,0.0,342 ms 2,EP = 0.05,
19,17,36K,0.0,342 ms 2,EA = 3.4E-3,
19,12,31K,,,
19,14,33K,0.0,LT 25 ns ,P  ,
19,13,32K,0.0,,P ? ,
20,39,59Ca,,,
20,38,58Ca,0.0,GT 620 ns ,B- = 100.00,
20,38,58Ca,0.0,GT 620 ns ,BN ? ,
20,38,58Ca,0.0,GT 620 ns ,B2N ? ,
20,38,58Ca,0.0,GT 620 ns ,B3N ? ,
20,37,57Ca,0.0,GT 620 ns ,B- = 100.00,
20,37,57Ca,0.0,GT 620 ns ,B2N ? ,
20,37,57Ca,0.0,GT 620 ns ,B3N ? ,
20,37,57Ca,0.0,GT 620 ns ,BN ? ,
20,36,56Ca,0.0,11 ms 2,B- = 100.00,
20,36,56Ca,0.0,11 ms 2,BN ? ,
20,36,56Ca,0.0,11 ms 2,B2N ? ,
20,36,56Ca,0.0,11 ms 2,B3N ? ,
20,35,55Ca,0.0,22 ms 2,B- = 100.00,
20,35,55Ca,0.0,22 ms 2,BN ? ,
20,35,55Ca,0.0,22 ms 2,B2N ? ,
20,34,54Ca,0.0,107 ms 14,B- = 100.00,
20,34,54Ca,0.0,107 ms 14,BN ? ,
20,33,53Ca,0.0,461 ms 90,B- = 100.00,
20,33,53Ca,0.0,461 ms 90,BN = 40.00,
20,32,52Ca,0.0,4600 ms 30,B- = 100.00,
20,32,52Ca,0.0,4600 ms 30,BN LT 2.00,
20,31,51Ca,0.0,10000 ms 800,B- = 100.00,
20,31,51Ca,0.0,10000 ms 800,BN ? ,
20,30,50Ca,0.0,13.9 s 6,B- = 100.00,
20,41,61Ca,,,
20,40,60Ca,,,
20,19,39Ca,0.0,859.6 ms 14,EC = 100.00,
20,18,38Ca,0.0,440 ms 12,EC = 100.00,
20,17,37Ca,0.0,181.1 ms 10,EC = 100.00,
20,17,37Ca,0.0,181.1 ms 10,EP = 82.10,
20,16,36Ca,0.0,102 ms 2,EC = 100.00,
20,16,36Ca,0.0,102 ms 2,EP = 54.30,
20,15,35Ca,0.0,25.7 ms 2,EC = 100.00,
20,15,35Ca,0.0,25.7 ms 2,EP = 95.90,
20,15,35Ca,0.0,25.7 ms 2,E2P = 4.10,
20,14,34Ca,0.0,LT 35 ns ,P  ,
20,13,33Ca,,,
20,29,49Ca,0.0,8.718 m 6,B- = 100.00,
20,28,48Ca,0.0,GT 5.8E22 y ,2B- = 75.00,
20,27,47Ca,0.0,4.536 d 3,B- = 100.00,
20,26,46Ca,0.0,GT 0.28E+16 y ,2B-  ,
20,25,45Ca,0.0,162.61 d 9,B- = 100.00,
20,24,44Ca,0.0,STABLE,
20,23,43Ca,0.0,STABLE,
20,22,42Ca,0.0,STABLE,
20,21,41Ca,0.0,9.94E4 y 15,EC = 100.00,
20,20,40Ca,0.0,GT 3.0E+21 y ,2EC  ,
21,29,50Sc,0.0,102.5 s 5,B- = 100.00,
21,28,49Sc,0.0,57.18 m 13,B- = 100.00,
21,27,48Sc,0.0,43.67 h 9,B- = 100.00,
21,26,47Sc,0.0,3.3492 d 6,B- = 100.00,
21,25,46Sc,0.0,83.79 d 4,B- = 100.00,
21,24,45Sc,0.0,STABLE,
21,23,44Sc,0.0,3.97 h 4,EC = 100.00,
21,22,43Sc,0.0,3.891 h 12,EC = 100.00,
21,21,42Sc,0.0,680.70 ms 28,EC = 100.00,
21,20,41Sc,0.0,596.3 ms 17,EC = 100.00,
21,39,60Sc,0.0,GT 360 ns ,B- = 100.00,
21,39,60Sc,0.0,GT 360 ns ,BN ? ,
21,39,60Sc,0.0,GT 360 ns ,B2N ? ,
21,39,60Sc,0.0,GT 360 ns ,B3N ? ,
21,38,59Sc,0.0,GT 360 ns ,B- = 100.00,
21,38,59Sc,0.0,GT 360 ns ,BN ? ,
21,38,59Sc,0.0,GT 360 ns ,B2N ? ,
21,38,59Sc,0.0,GT 360 ns ,B3N ? ,
21,37,58Sc,0.0,12 ms 5,B- = 100.00,
21,37,58Sc,0.0,12 ms 5,B3N ? ,
21,37,58Sc,0.0,12 ms 5,BN ? ,
21,37,58Sc,0.0,12 ms 5,B2N ? ,
21,36,57Sc,0.0,2 ms 2,B- = 100.0,
21,36,57Sc,0.0,2 ms 2,BN ? ,
21,36,57Sc,0.0,2 ms 2,B2N ? ,
21,36,57Sc,0.0,2 ms 2,B3N ? ,
21,35,56Sc,0.0,31 ms 5,B- = 100.00,
21,35,56Sc,0.0,31 ms 5,B2N ? ,
21,35,56Sc,0.0,31 ms 5,BN ? ,
21,35,56Sc,0.0,69 ms 7,B- = 100.00,
21,35,56Sc,0.0,69 ms 7,BN AP 12.00,
21,34,55Sc,0.0,96 ms 2,B- = 100.00,
21,34,55Sc,0.0,96 ms 2,BN = 17.00,
21,34,55Sc,0.0,96 ms 2,B2N ? ,
21,33,54Sc,0.0,526 ms 15,B- = 100.00,
21,33,54Sc,0.0,526 ms 15,BN = 16.00,
21,32,53Sc,0.0,2400 ms 600,B- = 100.00,
21,32,53Sc,0.0,2400 ms 600,BN ? ,
21,31,52Sc,0.0,200 ms 200,B- = 100.00,
21,31,52Sc,0.0,200 ms 200,BN ? ,
21,30,51Sc,0.0,12400 ms 100,B- = 100.00,
21,30,51Sc,0.0,12400 ms 100,BN ? ,
21,19,40Sc,0.0,182.3 ms 7,EC = 100.00,
21,19,40Sc,0.0,182.3 ms 7,EP = 0.44,
21,19,40Sc,0.0,182.3 ms 7,EA = 0.02,
21,18,39Sc,0.0,LT 300 ns ,P = 100.00,
21,17,38Sc,0.0,,P  ,
21,16,37Sc,0.0,,P ? ,
21,15,36Sc,0.0,,P ? ,
21,14,35Sc,,,
21,42,63Sc,,,
21,41,62Sc,,,
21,40,61Sc,0.0,GT 360 ns ,B- = 100.00,
21,40,61Sc,0.0,GT 360 ns ,BN ? ,
21,40,61Sc,0.0,GT 360 ns ,B2N ? ,
21,40,61Sc,0.0,GT 360 ns ,B3N ? ,
22,39,61Ti,0.0,15 ms 4,B- = 100.0,
22,39,61Ti,0.0,15 ms 4,BN ? ,
22,39,61Ti,0.0,15 ms 4,B2N ? ,
22,39,61Ti,0.0,15 ms 4,B3N ? ,
22,38,60Ti,0.0,22.2 ms 20,B- = 100.0,
22,38,60Ti,0.0,22.2 ms 20,BN ? ,
22,38,60Ti,0.0,22.2 ms 20,B2N ? ,
22,37,59Ti,0.0,28.5 ms 25,B- = 100.0,
22,37,59Ti,0.0,28.5 ms 25,BN ? ,
22,37,59Ti,0.0,28.5 ms 25,B2N ? ,
22,36,58Ti,0.0,58 ms 9,B- = 100.0,
22,36,58Ti,0.0,58 ms 9,BN ? ,
22,35,57Ti,0.0,98 ms 5,B- = 100.0,
22,35,57Ti,0.0,98 ms 5,BN ? ,
22,34,56Ti,0.0,200 ms 5,B- = 100.0,
22,34,56Ti,0.0,200 ms 5,BN ? ,
22,33,55Ti,0.0,1.3 s 1,B- = 100.00,
22,32,54Ti,0.0,2.1 s 10,B- = 100.00,
22,31,53Ti,0.0,32.7 s 9,B- = 100.00,
22,30,52Ti,0.0,1.7 m 1,B- = 100.00,
22,43,65Ti,,,
22,42,64Ti,,,
22,41,63Ti,0.0,GT 360 ns ,B- = 100.00,
22,41,63Ti,0.0,GT 360 ns ,BN ? ,
22,41,63Ti,0.0,GT 360 ns ,B2N ? ,
22,41,63Ti,0.0,GT 360 ns ,B3N ? ,
22,40,62Ti,0.0,GT 620 ns ,B- = 100.00,
22,40,62Ti,0.0,GT 620 ns ,BN ? ,
22,40,62Ti,0.0,GT 620 ns ,B2N ? ,
22,40,62Ti,0.0,GT 620 ns ,B3N ? ,
22,19,41Ti,0.0,81.9 ms 5,EC = 100.00,
22,19,41Ti,0.0,81.9 ms 5,EP = 100.00,
22,18,40Ti,0.0,52.4 ms 3,EP = 97.50,
22,18,40Ti,0.0,52.4 ms 3,EC  ,
22,17,39Ti,0.0,31 ms +6-4,EC = 100.00,
22,17,39Ti,0.0,31 ms +6-4,EP = 100.00,
22,16,38Ti,0.0,,
22,15,37Ti,,,
22,29,51Ti,0.0,5.76 m 1,B- = 100.00,
22,28,50Ti,0.0,STABLE,
22,27,49Ti,0.0,STABLE,
22,26,48Ti,0.0,STABLE,
22,25,47Ti,0.0,STABLE,
22,24,46Ti,0.0,STABLE,
22,23,45Ti,0.0,184.8 m 5,EC = 100.00,
22,22,44Ti,0.0,60.0 y 11,EC = 100.00,
22,21,43Ti,0.0,509 ms 5,EC = 100.00,
22,20,42Ti,0.0,208.65 ms 80,EC = 100.00,
23,41,64V,0.0,15 ms 2,B- = 100.00,
23,41,64V,0.0,15 ms 2,BN ? ,
23,41,64V,0.0,15 ms 2,B3N ? ,
23,41,64V,0.0,15 ms 2,B2N ? ,
23,42,65V,0.0,GT 360 ns ,B- = 100.00,
23,42,65V,0.0,GT 360 ns ,BN ? ,
23,42,65V,0.0,GT 360 ns ,B2N ? ,
23,42,65V,0.0,GT 360 ns ,B3N ? ,
23,43,66V,0.0,GT 360 ns ,B- = 100.00,
23,43,66V,0.0,GT 360 ns ,BN ? ,
23,43,66V,0.0,GT 360 ns ,B2N ? ,
23,43,66V,0.0,GT 360 ns ,B3N ? ,
23,44,67V,,,
23,40,63V,0.0,19.6 ms 10,B- = 100.00,
23,40,63V,0.0,19.6 ms 10,BN AP 35.00,
23,40,63V,0.0,19.6 ms 10,B2N ? ,
23,40,63V,0.0,19.6 ms 10,B3N ? ,
23,27,50V,0.0,GT 2.1E+17 y ,EC AP 92.90,
23,27,50V,0.0,GT 2.1E+17 y ,B- LT 7.10,
23,28,51V,0.0,STABLE,
23,29,52V,0.0,3.743 m 5,B- = 100.00,
23,20,43V,0.0,79.3 ms 24,EC = 100.00,
23,21,44V,0.0,111 ms 7,EC = 100.00,
23,21,44V,0.0,111 ms 7,EA  ,
23,21,44V,0.0,150 ms 3,EC = 100.00,
23,22,45V,0.0,547 ms 6,EC = 100.00,
23,23,46V,0.0,422.50 ms 11,EC = 100.00,
23,24,47V,0.0,32.6 m 3,EC = 100.00,
23,25,48V,0.0,15.9735 d 25,EC = 100.00,
23,26,49V,0.0,330 d 15,EC = 100.00,
23,38,61V,0.0,48.3 ms 10,B- = 100.00,
23,38,61V,0.0,48.3 ms 10,BN AP 10.00,
23,38,61V,0.0,48.3 ms 10,B2N ? ,
23,39,62V,0.0,33.5 ms 20,B- = 100.00,
23,39,62V,0.0,33.5 ms 20,BN ? ,
23,39,62V,0.0,33.5 ms 20,B2N ? ,
23,30,53V,0.0,1.543 m 14,B- = 100.00,
23,31,54V,0.0,49.8 s 5,B- = 100.00,
23,32,55V,0.0,6.54 s 15,B- = 100.00,
23,33,56V,0.0,216 ms 4,B- = 100.0,
23,33,56V,0.0,216 ms 4,BN ? ,
23,34,57V,0.0,347 ms 10,B- = 100.0,
23,34,57V,0.0,347 ms 10,BN ? ,
23,35,58V,0.0,190 ms 10,B- = 100.0,
23,35,58V,0.0,190 ms 10,BN ? ,
23,36,59V,0.0,92 ms 9,BN AP 3.0,
23,36,59V,0.0,92 ms 9,B- = 100.0,
23,37,60V,0.0,40 ms 15,B- = 100.0,
23,37,60V,0.0,40 ms 15,BN ? ,
23,37,60V,0.0,40 ms 15,B2N ? ,
23,37,60V,0.0,122 ms 18,B- = 100.00,
23,37,60V,0.0,122 ms 18,BN ? ,
23,37,60V,0.0,122 ms 18,B2N ? ,
23,37,60V,0.0,122 ms 18,IT ? ,
23,16,39V,,,
23,17,40V,0.0,,P ? ,
23,18,41V,0.0,,P ? ,
23,19,42V,0.0,LT 55 ns ,P  ,
24,39,63Cr,0.0,129 ms 2,B- = 100.00,
24,39,63Cr,0.0,129 ms 2,BN ? ,
24,31,55Cr,0.0,3.497 m 3,B- = 100.00,
24,32,56Cr,0.0,5.94 m 10,B- = 100.00,
24,33,57Cr,0.0,21.1 s 10,B- = 100.00,
24,34,58Cr,0.0,7.0 s 3,B- = 100.00,
24,35,59Cr,0.0,1.05 s 9,B- = 100.00,
24,36,60Cr,0.0,492 ms 13,B- = 100.00,
24,36,60Cr,0.0,492 ms 13,BN ? ,
24,37,61Cr,0.0,234 ms 10,B- = 100.00,
24,37,61Cr,0.0,234 ms 10,BN ? ,
24,38,62Cr,0.0,200 ms 12,B- = 100.00,
24,38,62Cr,0.0,200 ms 12,BN ? ,
24,30,54Cr,0.0,STABLE,
24,42,66Cr,0.0,23 ms 4,B- = 100.00,
24,42,66Cr,0.0,23 ms 4,BN ? ,
24,42,66Cr,0.0,23 ms 4,B2N ? ,
24,43,67Cr,0.0,,B- = 100.00,
24,43,67Cr,0.0,,BN ? ,
24,43,67Cr,0.0,,B2N ? ,
24,43,67Cr,0.0,,B3N ? ,
24,44,68Cr,0.0,GT 60 ns ,B- = 100.00,
24,44,68Cr,0.0,GT 60 ns ,BN ? ,
24,44,68Cr,0.0,GT 60 ns ,B2N ? ,
24,44,68Cr,0.0,GT 60 ns ,B3N ? ,
24,45,69Cr,,,
24,46,70Cr,,,
24,40,64Cr,0.0,42.9 ms 10,B- = 100.00,
24,40,64Cr,0.0,42.9 ms 10,BN ? ,
24,41,65Cr,0.0,28 ms 3,B- = 100.00,
24,41,65Cr,0.0,28 ms 3,BN ? ,
24,41,65Cr,0.0,28 ms 3,B2N ? ,
24,17,41Cr,,,
24,18,42Cr,0.0,13.3 ms 10,EC = 100.00,
24,18,42Cr,0.0,13.3 ms 10,EP = 94.40,
24,19,43Cr,0.0,7 7 21.2 ms ,EC = 100.00,
24,19,43Cr,0.0,7 7 21.2 ms ,EP = 79.30,
24,19,43Cr,0.0,7 7 21.2 ms ,E2P = 11.60,
24,19,43Cr,0.0,7 7 21.2 ms ,E3P ? ,
24,28,52Cr,0.0,STABLE,
24,29,53Cr,0.0,STABLE,
24,20,44Cr,0.0,42.8 ms 6,EC = 100.00,
24,20,44Cr,0.0,42.8 ms 6,EP AP 7.00,
24,21,45Cr,0.0,60.9 ms 4,EC = 100.00,
24,21,45Cr,0.0,60.9 ms 4,EP = 34.40,
24,22,46Cr,0.0,0.26 s 6,EC = 100.00,
24,23,47Cr,0.0,500 ms 15,EC = 100.00,
24,24,48Cr,0.0,21.56 h 3,EC = 100.00,
24,25,49Cr,0.0,42.3 m 1,EC = 100.00,
24,26,50Cr,0.0,GT 1.3E+18 y ,2EC  ,
24,27,51Cr,0.0,27.7025 d 24,EC = 100.00,
25,44,69Mn,0.0,16 ms 4,B- = 100.00,
25,44,69Mn,0.0,16 ms 4,BN ? ,
25,44,69Mn,0.0,16 ms 4,B2N ? ,
25,44,69Mn,0.0,16 ms 4,B3N ? ,
25,43,68Mn,0.0,28 ms 4,B- = 100.00,
25,43,68Mn,0.0,28 ms 4,BN ? ,
25,43,68Mn,0.0,28 ms 4,B2N ? ,
25,46,71Mn,0.0,GT 637 ns ,B- = 100.00,
25,46,71Mn,0.0,GT 637 ns ,BN  ,
25,46,71Mn,0.0,GT 637 ns ,B2N  ,
25,45,70Mn,0.0,GT 360 ns ,B- = 100.00,
25,45,70Mn,0.0,GT 360 ns ,BN ? ,
25,45,70Mn,0.0,GT 360 ns ,B2N ? ,
25,45,70Mn,0.0,GT 360 ns ,B3N ? ,
25,48,73Mn,,,
25,47,72Mn,,,
25,40,65Mn,0.0,91.9 ms 9,B- = 100.00,
25,40,65Mn,0.0,91.9 ms 9,BN = 7.9,
25,42,67Mn,0.0,47 ms 4,B- = 100.00,
25,42,67Mn,0.0,47 ms 4,BN ? ,
25,42,67Mn,0.0,47 ms 4,B2N ? ,
25,41,66Mn,0.0,4 ms 2,B- = 100.00,
25,41,66Mn,0.0,4 ms 2,BN = 4.00,
25,41,66Mn,0.0,4 ms 2,B2N ? ,
25,29,54Mn,0.0,312.20 d 20,EC = 100.00,
25,29,54Mn,0.0,312.20 d 20,B- = 9.3E-5,
25,22,47Mn,0.0,88.0 ms 13,EC = 100.00,
25,22,47Mn,0.0,88.0 ms 13,EP LT 1.70,
25,21,46Mn,0.0,36.2 ms 4,EC = 100.00,
25,21,46Mn,0.0,36.2 ms 4,EP = 57.00,
25,24,49Mn,0.0,382 ms 7,EC = 100.00,
25,23,48Mn,0.0,158.1 ms 22,EC = 100.00,
25,23,48Mn,0.0,158.1 ms 22,EP = 0.28,
25,23,48Mn,0.0,158.1 ms 22,EA LT 6.0E-4,
25,26,51Mn,0.0,46.2 m 1,EC = 100.00,
25,25,50Mn,0.0,283.19 ms 10,EC = 100.00,
25,28,53Mn,0.0,3.74E+6 y 4,EC = 100.00,
25,27,52Mn,0.0,5.591 d 3,EC = 100.00,
25,20,45Mn,0.0,,
25,33,58Mn,0.0,3.0 s 1,B- = 100.00,
25,32,57Mn,0.0,85.4 s 18,B- = 100.00,
25,35,60Mn,0.0,0.28 s 2,B- = 100.00,
25,34,59Mn,0.0,4.59 s 5,B- = 100.00,
25,37,62Mn,0.0,92 ms 13,B- = 100.00,
25,37,62Mn,0.0,92 ms 13,BN ? ,
25,37,62Mn,0.0,709 ms 8,B- = 100.00,
25,37,62Mn,0.0,709 ms 8,BN  ,
25,36,61Mn,0.0,709 ms 8,B- = 100.00,
25,36,61Mn,0.0,709 ms 8,BN ? ,
25,39,64Mn,0.0,90 ms 4,B- = 100.00,
25,39,64Mn,0.0,90 ms 4,BN = 2.00,
25,38,63Mn,0.0,276 ms 6,B- = 100.00,
25,38,63Mn,0.0,276 ms 6,BN ? ,
25,31,56Mn,0.0,2.5789 h 1,B- = 100.00,
25,30,55Mn,0.0,STABLE,
25,19,44Mn,0.0,LT 105 ns ,EC  ,
25,19,44Mn,0.0,LT 105 ns ,P  ,
25,18,43Mn,,,
26,34,60Fe,0.0,2.62E+6 y 4,B- = 100.00,
26,33,59Fe,0.0,44.495 d 9,B- = 100.00,
26,36,62Fe,0.0,68 s 2,B- = 100.00,
26,35,61Fe,0.0,5.98 m 6,B- = 100.00,
